,strain,region,clade_membership,num_date,season,A/Texas/50/2012,A/Perth/16/2009,A/HongKong/4801/2014,A/Wisconsin/67/2005,A/Switzerland/9715293/2013,A/Victoria/361/2011,A/Brisbane/10/2007,A/Alaska/232/2015
4278,A/Ecuador/623/2017,south_america,3c3.A,2017.15058179,2017-2018,14.0,17.0,14.0,23.0,7.0,12.0,20.0,12.0
4279,A/Ecuador/1372/2016,south_america,3c3.A,2016.38877481,2016-2017,13.0,16.0,12.0,21.0,7.0,10.0,18.0,9.0
4282,A/NewYork/83/2016,north_america,3c3.A,2016.53114305,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4284,A/NewYork/81/2016,north_america,3c3.A,2016.5284052,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4286,A/NewYork/84/2016,north_america,3c3.A,2016.53114305,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4287,A/NewYork/85/2016,north_america,3c3.A,2016.53114305,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4289,A/NewYork/88/2016,north_america,3c3.A,2016.56947296,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4292,A/NewYork/89/2016,north_america,3c3.A,2016.60232717,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4294,A/NewYork/94/2016,north_america,3c3.A,2016.65434634,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4295,A/NewYork/93/2016,north_america,3c3.A,2016.64613279,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4298,A/NewYork/96/2016,north_america,3c3.A,2016.66803559,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4299,A/NewYork/95/2016,north_america,3c3.A,2016.65982204,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4301,A/NewYork/91/2016,north_america,3c3.A,2016.64339493,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4304,A/Baltimore/244/2017,north_america,3c3.A,2017.06297057,2017-2018,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4305,A/Baltimore/303/2017,north_america,3c3.A,2017.11772758,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4307,A/Florida/48/2017,north_america,3c3.A,2017.5174538,2017-2018,12.0,17.0,13.0,21.0,7.0,11.0,19.0,11.0
4308,A/Florida/44/2017,north_america,3c3.A,2017.47364819,2017-2018,13.0,16.0,12.0,21.0,7.0,10.0,18.0,10.0
4310,A/SouthCarolina/15/2017,north_america,3c3.A,2017.37782341,2017-2018,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4311,A/London/16U828804-13_S13_L001/2016,europe,3c3.A,2016.98015058,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4314,A/Baltimore/295/2017,north_america,3c3.A,2017.10677618,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4316,A/Maryland/35/2017,north_america,3c3.A,2017.31485284,2017-2018,13.0,16.0,12.0,21.0,7.0,10.0,18.0,10.0
4317,A/Baltimore/304/2017,north_america,3c3.A,2017.11772758,2016-2017,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4319,A/Michigan/264/2017,north_america,3c3.A,2017.43531828,2017-2018,13.0,15.0,12.0,20.0,7.0,10.0,17.0,10.0
4321,A/Maryland/39/2017,north_america,3c3.A,2017.36687201,2017-2018,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4323,A/Maryland/11/2018,north_america,3c3.A,2018.09308693,2017-2018,13.0,16.0,12.0,21.0,7.0,10.0,18.0,10.0
4324,A/Utah/12/2018,north_america,3c3.A,2018.06297057,2018-2019,12.0,15.0,11.0,20.0,6.0,9.0,17.0,9.0
4326,A/Norway/466/2014,europe,3c3.A,2014.09034908,2013-2014,9.0,14.0,9.0,17.0,3.0,6.0,14.0,7.0
4329,A/Nara/41/2014,japan_korea,3c3.A,2014.75290897,2014-2015,10.0,14.0,12.0,19.0,6.0,9.0,16.0,10.0
4330,A/Chiba/61/2014,japan_korea,3c3.A,2014.86516085,2014-2015,10.0,14.0,12.0,19.0,6.0,9.0,16.0,10.0
4332,A/Slovenia/1944/2014,europe,3c3.A,2014.76933607,2014-2015,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4337,A/Mexico/2377/2015,north_america,3c3.A,2015.89253936,2015-2016,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4339,A/NewHampshire/13/2016,north_america,3c3.A,2016.21081451,2016-2017,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4340,A/Texas/23/2016,north_america,3c3.A,2016.06297057,2016-2017,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4342,A/Mexico/1546/2015,north_america,3c3.A,2015.34223135,2014-2015,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4344,A/Talca/79797/2015,south_america,3c3.A,2015.84599589,2015-2016,9.0,14.0,11.0,18.0,5.0,8.0,15.0,9.0
4346,A/Wisconsin/37/2016,north_america,3c3.A,2016.19164956,2015-2016,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4347,A/Iowa/2/2016,north_america,3c3.A,2016.16974675,2015-2016,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4349,A/Colorado/11/2016,north_america,3c3.A,2016.07392197,2016-2017,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4351,A/Utah/14/2016,north_america,3c3.A,2016.10677618,2015-2016,8.0,14.0,10.0,17.0,4.0,7.0,14.0,8.0
4353,A/Texas/88/2016,north_america,3c3.A,2016.14784394,2016-2017,9.0,15.0,13.0,18.0,7.0,8.0,15.0,11.0
4355,A/Idaho/34/2016,north_america,3c3.A,2016.46817248,2016-2017,10.0,14.0,13.0,19.0,8.0,9.0,16.0,11.0
4356,A/Arizona/65/2016,north_america,3c3.A,2016.35318275,2016-2017,11.0,17.0,15.0,20.0,9.0,10.0,17.0,13.0
4358,A/Texas/176/2016,north_america,3c3.A,2016.47364819,2016-2017,9.0,15.0,13.0,18.0,7.0,8.0,15.0,11.0
4359,A/Missouri/16/2016,north_america,3c3.A,2016.52019165,2016-2017,9.0,15.0,13.0,18.0,7.0,8.0,15.0,11.0
4361,A/Mexico/1670/2015,north_america,3c3.A,2015.40246407,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4364,A/Arizona/21/2016,north_america,3c3.A,2016.06297057,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4365,A/Montana/13/2016,north_america,3c3.A,2016.07939767,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4368,A/Maryland/11/2016,north_america,3c3.A,2016.14784394,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4370,A/California/69/2016,north_america,3c3.A,2016.14784394,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4372,A/Nevada/22/2016,north_america,3c3.A,2016.1724846,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4373,A/Roraima/144238-IEC/2016,south_america,3c3.A,2016.79945243,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4376,A/Kansas/25/2016,north_america,3c3.A,2016.26830938,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4377,A/Bucharest/193605/2016,europe,3c3.A,2016.25188227,2015-2016,9.0,14.0,12.0,16.0,5.0,9.0,14.0,10.0
4379,A/Wisconsin/32/2016,north_america,3c3.A,2016.15331964,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4380,A/Texas/74/2015,north_america,3c3.A,2015.96919918,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4382,A/Idaho/33/2016,north_america,3c3.A,2016.43258042,2016-2017,13.0,16.0,13.0,20.0,9.0,12.0,17.0,11.0
4383,A/NewMexico/13/2016,north_america,3c3.A,2016.15058179,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4384,A/Colorado/37/2015,north_america,3c3.A,2015.99383984,2015-2016,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4386,A/Pennsylvania/72/2016,north_america,3c3.A,2016.33675565,2015-2016,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4387,A/Kentucky/25/2016,north_america,3c3.A,2016.32306639,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4389,A/Connecticut/26/2016,north_america,3c3.A,2016.23545517,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4392,A/PuertoRico/4/2016,north_america,3c3.A,2016.44079398,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4394,A/PuertoRico/5/2016,north_america,3c3.A,2016.44900753,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4396,A/Texas/178/2016,north_america,3c3.A,2016.59137577,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4397,A/PuertoRico/3/2016,north_america,3c3.A,2016.44079398,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4398,A/PuertoRico/6/2016,north_america,3c3.A,2016.45174538,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4400,A/Norway/4059/2016,europe,3c3.A,2016.55304586,2016-2017,11.0,15.0,13.0,18.0,8.0,10.0,15.0,11.0
4402,A/Norway/3558/2016,europe,3c3.A,2016.35865845,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4403,A/Norway/3798/2016,europe,3c3.A,2016.43805613,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4405,A/Norway/3545/2016,europe,3c3.A,2016.36413415,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4407,A/Norway/3594/2016,europe,3c3.A,2016.38877481,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4408,A/Norway/4040/2016,europe,3c3.A,2016.47912389,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4411,A/SouthAuckland/75/2016,oceania,3c3.A,2016.68720055,2016-2017,12.0,16.0,14.0,19.0,8.0,11.0,16.0,12.0
4412,A/Netherlands/2329/2017,europe,3c3.A,2017.11772758,2016-2017,12.0,14.0,13.0,19.0,8.0,11.0,16.0,11.0
4415,A/NewZealand/874/2016,oceania,3c3.A,2016.48733744,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4417,A/Brisbane/304/2016,oceania,3c3.A,2016.8788501,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4418,A/Perth/127/2016,oceania,3c3.A,2016.61601643,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4420,A/SouthAuckland/23/2016,oceania,3c3.A,2016.53114305,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4422,A/Alberta/RV3130/2016,north_america,3c3.A,2016.75290897,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4423,A/Brisbane/281/2016,oceania,3c3.A,2016.82956879,2016-2017,11.0,15.0,13.0,18.0,7.0,10.0,15.0,11.0
4425,A/Indiana/31/2015,north_america,3c3.A,2015.95003422,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4428,A/Utah/34/2016,north_america,3c3.A,2016.30663929,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4429,A/Guatemala/124/2017,north_america,3c3.A,2017.37782341,2017-2018,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4431,A/Michigan/47/2016,north_america,3c3.A,2016.18069815,2015-2016,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4432,A/Colorado/37/2016,north_america,3c3.A,2016.30663929,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4433,A/Uganda/2447/2016,africa,3c3.A,2016.92813142,2016-2017,12.0,14.0,10.0,17.0,7.0,11.0,16.0,12.0
4434,A/Kentucky/26/2016,north_america,3c3.A,2016.31485284,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4435,A/NorthCarolina/46/2016,north_america,3c3.A,2016.29842574,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4436,A/Idaho/31/2016,north_america,3c3.A,2016.36413415,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4438,A/NewMexico/36/2016,north_america,3c3.A,2016.25735797,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4439,A/Washington/63/2016,north_america,3c3.A,2016.26283368,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4441,A/SouthCarolina/15/2016,north_america,3c3.A,2016.35865845,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4443,A/SouthCarolina/17/2016,north_america,3c3.A,2016.39151266,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4444,A/SouthCarolina/19/2016,north_america,3c3.A,2016.39425051,2016-2017,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4446,A/Florida/52/2016,north_america,3c3.A,2016.06297057,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4449,A/NewYork/19/2016,north_america,3c3.A,2016.10677618,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4452,A/Vermont/25/2016,north_america,3c3.A,2016.29568789,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4453,A/Louisiana/23/2016,north_america,3c3.A,2016.30663929,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4455,A/Washington/51/2016,north_america,3c3.A,2016.24366872,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4456,A/Wisconsin/69/2016,north_america,3c3.A,2016.35865845,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4459,A/Texas/54/2016,north_america,3c3.A,2016.15879535,2016-2017,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4461,A/NewJersey/24/2016,north_america,3c3.A,2016.3394935,2015-2016,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4462,A/NewJersey/23/2016,north_america,3c3.A,2016.3340178,2015-2016,10.0,14.0,12.0,17.0,6.0,9.0,14.0,10.0
4464,A/England/962/2016,europe,3c3.A,2016.66255989,2016-2017,10.0,13.0,12.0,16.0,6.0,9.0,13.0,10.0
4466,A/Washington/72/2016,north_america,3c3.A,2016.3340178,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4467,A/NorthCarolina/41/2016,north_america,3c3.A,2016.26009582,2015-2016,9.0,13.0,11.0,16.0,5.0,8.0,13.0,9.0
4471,A/HongKong/1036/2013,china,3c3,2013.15058179,2013-2014,9.0,14.0,10.0,18.0,7.0,6.0,14.0,8.0
4473,A/Almaty/2958/2013,west_asia,3c3,2013.07118412,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4474,A/Nepal/23/2013,south_asia,3c3,2013.08213552,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4477,A/Niedersachsen/29/2012,europe,3c3,2012.84599589,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4479,A/Guizhou-Duyun/1652/2013,china,3c3,2013.66803559,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4480,A/Jiangxi-Yushui/1220/2013,china,3c3,2013.29021218,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4484,A/Malta/MV720824/2013,europe,3c3,2013.03832991,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4486,A/DominicanRepublic/7916/2013,north_america,3c3,2013.76386037,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4487,A/NewJersey/8/2013,north_america,3c3,2013.73374401,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4488,A/Nevada/7/2013,north_america,3c3,2013.76659822,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4490,A/England/593/2012,europe,3c3,2012.86516085,2012-2013,8.0,11.0,9.0,16.0,6.0,5.0,11.0,7.0
4491,A/England/575/2012,europe,3c3,2012.81040383,2012-2013,8.0,11.0,9.0,16.0,6.0,5.0,11.0,7.0
4493,A/England/586/2012,europe,3c3,2012.83778234,2012-2013,8.0,11.0,9.0,16.0,6.0,5.0,11.0,7.0
4494,A/England/587/2012,europe,3c3,2012.83230664,2012-2013,8.0,11.0,9.0,16.0,6.0,5.0,11.0,7.0
4497,A/Yamaguchi/30/2012,japan_korea,3c3,2012.77481177,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4499,A/Kanagawa/141/2013,japan_korea,3c3,2013.3504449,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4500,A/NewYork/4/2013,north_america,3c3,2013.20807666,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4503,A/Chongqing-Yuzhong/11653/2013,china,3c3,2013.8569473,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4505,A/Hangzhou/A544/2013,china,3c3,2013.65160849,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4506,A/Aichi/118/2013,japan_korea,3c3,2013.51471595,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4508,A/HongKong/33/2014,china,3c3,2013.99383984,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4509,A/Jiangxi-Zhushan/1659/2013,china,3c3,2013.76386037,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4512,A/Dnipro/384/2014,south_asia,3c3,2014.28747433,2014-2015,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4513,A/Washington/10/2013,north_america,3c3,2013.76386037,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4514,A/England/620/2013,europe,3c3,2013.78850103,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4517,A/Norway/2940/2013,europe,3c3,2013.75290897,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4518,A/Norway/2938/2013,europe,3c3,2013.75564682,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4520,A/SouthCarolina/2/2014,north_america,3c3,2014.20533881,2014-2015,8.0,13.0,7.0,18.0,6.0,5.0,13.0,7.0
4522,A/Norway/2967/2013,europe,3c3,2013.77207392,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4523,A/Norway/2965/2013,europe,3c3,2013.76659822,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4525,A/Jordan/30677/2013,west_asia,3c3,2013.90896646,2013-2014,8.0,11.0,8.0,18.0,6.0,5.0,13.0,6.0
4527,A/Canberra/2/2014,oceania,3c3,2014.06023272,2014-2015,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4528,A/Kentucky/14/2013,north_america,3c3,2013.89253936,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4530,A/Oregon/2/2013,north_america,3c3,2013.82683094,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4531,A/Dnipro/229/2014,south_asia,3c3,2014.15879535,2014-2015,7.0,12.0,8.0,17.0,6.0,4.0,12.0,6.0
4534,A/Beijing-Huairou/11379/2013,china,3c3,2013.68720055,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4536,A/Ireland/14M00149/2013,europe,3c3,2013.93908282,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4537,A/Wisconsin/16/2013,north_america,3c3,2013.80219028,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4540,A/Florida/12/2014,north_america,3c3,2014.09034908,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4541,A/Slovenia/2529/2013,europe,3c3,2013.95277207,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4543,A/Aichi/121/2013,japan_korea,3c3,2013.90622861,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4544,A/WestVirginia/1/2014,north_america,3c3,2014.0054757,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4548,A/Srilanka/27/2013,south_asia,3c3,2013.15605749,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4551,A/Cameroon/6624/2013,africa,3c3,2013.90075291,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4552,A/Cameroon/5793/2013,africa,3c3,2013.77481177,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4554,A/Paris/2031/2013,europe,3c3,2013.74469541,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4555,A/Netherlands/2244/2013,europe,3c3,2013.79671458,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4557,A/Norway/2160/2013,europe,3c3,2013.26283368,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4559,A/NoveZamky/897/2013,europe,3c3,2013.19986311,2013-2014,9.0,14.0,9.0,18.0,5.0,6.0,14.0,8.0
4560,A/Bratislava/811/2013,europe,3c3,2013.1779603,2012-2013,9.0,14.0,9.0,18.0,5.0,6.0,14.0,8.0
4561,A/Nitra/360/2013,europe,3c3,2013.09582478,2012-2013,9.0,14.0,9.0,18.0,5.0,6.0,14.0,8.0
4564,A/Bayern/139/2013,europe,3c3,2013.90075291,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4565,A/Zambia/13/109/2013,africa,3c3,2013.72005476,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4568,A/Canoas/LACENRS-1317/2014,south_america,3c3,2014.5119781,2014-2015,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4569,A/Brazil/3459/2013,south_america,3c3,2013.58316222,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4571,A/Zambia/13/127/2013,africa,3c3,2013.61054073,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4573,A/SouthAfrica/4671/2013,africa,3c3,2013.47912389,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4575,A/Michigan/6/2014,north_america,3c3,2014.51471595,2014-2015,7.0,12.0,10.0,17.0,7.0,4.0,12.0,8.0
4576,A/Maryland/17/2014,north_america,3c3,2014.49007529,2014-2015,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4578,A/Navarra/618/2015,europe,3c3,2015.03285421,2014-2015,8.0,13.0,9.0,18.0,7.0,5.0,13.0,7.0
4579,A/Zambia/2-00106/2015,africa,3c3,2015.22724162,2015-2016,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4583,A/Estonia/76676/2013,europe,3c3,2013.19438741,2012-2013,6.0,11.0,9.0,16.0,6.0,3.0,11.0,7.0
4584,A/SchleswigHolstein/7/2012,europe,3c3,2012.96098563,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4587,A/Ghana/DILI-495/2013,africa,3c3,2013.48733744,2013-2014,9.0,14.0,10.0,19.0,7.0,6.0,14.0,8.0
4589,A/Fujian-Xianyou/1309/2013,china,3c3,2013.76659822,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4591,A/Croatia/2624/2013,europe,3c3,2013.99110198,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4592,A/NelsonMarlborough/1/2013,oceania,3c3,2013.76386037,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4595,A/Michigan/19/2013,north_america,3c3,2013.95550992,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4597,A/CoteDIvoire/2165/2013,africa,3c3,2013.94182067,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4598,A/NewJersey/3/2013,north_america,3c3,2013.1889117,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4601,A/Timis/136369/2013,europe,3c3,2013.3340178,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4602,A/Bangladesh/9334/2013,south_asia,3c3,2013.3449692,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4604,A/Zambia/13/176/2013,africa,3c3,2013.73374401,2013-2014,8.0,11.0,9.0,16.0,6.0,5.0,11.0,7.0
4605,A/NewYork/3438/2013,north_america,3c3,2013.29842574,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4608,A/Taiwan/679/2013,china,3c3,2013.38329911,2013-2014,8.0,13.0,9.0,18.0,6.0,5.0,13.0,7.0
4610,A/Hangzhou/A158/2013,china,3c3,2013.1615332,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4612,A/WestVirginia/5/2013,north_america,3c3,2013.54483231,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4613,A/Hangzhou/A511/2013,china,3c3,2013.61875428,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4615,A/Connecticut/Flu025/2012,north_america,3c3,2012.99657769,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4616,A/Norway/2423/2012,europe,3c3,2012.90349076,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4617,A/Maryland/6/2013,north_america,3c3,2013.47912389,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4619,A/Yucatan/94/2013,north_america,3c3,2013.46269678,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4621,A/Yucatan/88/2013,north_america,3c3,2013.45722108,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4623,A/California/4/2014,north_america,3c3,2014.07665982,2014-2015,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4624,A/Arizona/16/2013,north_america,3c3,2013.8843258,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4628,A/Bangladesh/6404/2013,south_asia,3c3,2013.29295003,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4629,A/Nicaragua/AGA2-114/2013,north_america,3c3,2013.13963039,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4632,A/Nicaragua/30193_01_TR1/2013,north_america,3c3,2013.51471595,2013-2014,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4633,A/Nicaragua/5892_01_TR1/2013,north_america,3c3,2013.49828884,2012-2013,7.0,12.0,8.0,17.0,5.0,4.0,12.0,6.0
4635,A/Nicaragua/5465_01_TR3/2013,north_america,3c3,2013.52019165,2013-2014,9.0,14.0,10.0,18.0,7.0,6.0,14.0,8.0
4637,A/Nicaragua/30143_01_tr3/2013,north_america,3c3,2013.5065024,2013-2014,9.0,14.0,10.0,19.0,7.0,6.0,14.0,8.0
4638,A/Nicaragua/7545_01_TR3/2013,north_america,3c3,2013.5065024,2013-2014,9.0,14.0,10.0,19.0,7.0,6.0,14.0,8.0
